UNH ID #,Sample Name,Collection Date,Collection Time,Project,Sub_Project,Sub_ProjectA,NPOC (mg C/L),TDN (mg N/L),DON,NO3_Final,NO3_Status,NO3_Cd,NH4 (ug N/L),NH4_IC,Cation Run Date,Cl (mg Cl/L),NO3 (mg N/L),SO4 (mg S/L),Na (mg Na/L),K (mg K/L),Mg (mg Mg/L),Ca (mg Ca/L),PO4 (ug P/L),PO4 (ugP/L),SiO2 (mg SiO2/L),WRRC sample info.pH,WRRC sample info.Cond,Spec_Cond,DO_Conc,DO%,Temperature,DTWT,Volume,Field Notes,Lab_Notes,Sample Type,Logger,WRRC Benchtop pH.pH,Closed Cell pH,Conductivity (uS/cm),WRRC Oxalate.Oxalate,Acetate (mg/L),Formate (mg/L),Oxalate (mg/L),Year,Start_Date_Time,BatchID
64359,ppt1Thomp,13-Nov-06,8:00:00 AM,Lamprey,Wet Deposition,,0.36,0.24,-0.07,0.10,good,,203.81,,22-Feb-07,0.37,0.10,0.32,0.22,0.04,0.04,0.03,0.00,,0.03,5.28,,8,,,,,722.5,,,Precipitation,Michelle Daley,,,,0.01,,,,2006,,
64360,ppt1Thomp,14-Nov-06,9:00:00 AM,Lamprey,Wet Deposition,,0.21,0.11,0.02,0.07,good,,29.27,,22-Feb-07,1.53,0.07,0.22,0.75,0.03,0.14,0.07,0.00,,0.00,6.74,,8,,,,,2730.5,,,Precipitation,Michelle Daley,,,,0.00,,,,2006,,
64367,ppt1Thomp,15-Nov-06,8:00:00 AM,Lamprey,Wet Deposition,,0.62,0.20,0.02,0.10,good,,82.00,,22-Feb-07,0.73,0.10,0.30,0.30,0.03,0.08,0.05,1.33,,0.05,,,,,,,,136,,not enough vol for pH or SC or Austin,Precipitation,Michelle Daley,,,,0.00,,,,2006,,
64483,ppt6North,21-Nov-06,11:30:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,1190,water in Nalgene partially frozen,,Precipitation,Heather Gilbert,,,,,,,,2006,,
64569,ppt1Thomp,17-Nov-06,8:00:00 AM,Lamprey,Wet Deposition,,0.16,0.12,0.02,0.06,good,,46.37,,22-Feb-07,2.13,0.06,0.28,1.17,0.05,0.16,0.24,0.00,,0.01,5.75,,8,,,,,2563,,,Precipitation,Michelle Daley,,,,0.00,,,,2006,,
64663,ppt6North,28-Nov-06,1:45:00 PM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,90,,,Precipitation,Heather Gilbert,,,,,,,,2006,,
64664,ppt1Thomp,27-Nov-06,8:30:00 AM,Lamprey,Wet Deposition,,0.36,0.15,0.02,0.07,good,,65.51,,22-Feb-07,0.93,0.07,0.25,0.63,0.12,0.06,0.08,1.14,,0.02,4.5,,7,,,,,488,,,Precipitation,Elena Traister,,,,0.00,,,,2006,,
64923,ppt6North,05-Dec-06,11:30:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,1200,swapped in bucket for the winter,,Precipitation,Heather Gilbert,,,,,,,,2006,,
64924,ppt1Thomp,30-Nov-06,8:15:00 AM,Lamprey,Wet Deposition,,,,,1.50,good,,,,22-Feb-07,,1.50,2.90,,,0.08,0.35,,,,,,,,,,,26.5,very low vol.,Deleted Cl (11.736) Na (8.717) K (1.624),Precipitation,Elena Traister,,,,0.15,,,,2006,,
64925,ppt1Thomp,04-Dec-06,7:45:00 AM,Lamprey,Wet Deposition,,0.39,0.25,0.01,0.13,good,,119.05,,22-Feb-07,0.93,0.13,0.30,0.61,0.12,0.07,0.08,2.06,,0.02,4.9,,12,,,,,2144,,,Precipitation,Elena Traister,,,,0.00,,,,2006,,
65264,ppt6North,19-Dec-06,11:15:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,0,,,Precipitation,Heather Gilbert,,,,,,,,2006,,
65275,ppt1Thomp,11-Dec-06,9:00:00 AM,Lamprey,Wet Deposition,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,37,little volume,,Precipitation,Michelle Daley,,,,,,,,2006,,
65281,ppt1Thomp,14-Dec-06,8:00:00 AM,Lamprey,Wet Deposition,,0.74,0.56,0.00,0.36,good,,202.11,,22-Feb-07,2.36,0.36,0.46,1.35,0.17,0.13,0.11,0.41,,-0.12,,,,,,,,95,,,Precipitation,Michelle Daley,,,,0.00,,,,2006,,
65379,ppt1Thomp,27-Dec-06,11:00:00 AM,Lamprey,Wet Deposition,,0.12,0.12,0.02,0.07,good,,32.12,,22-Feb-07,0.36,0.07,0.22,0.18,0.03,0.06,0.04,0.32,,0.01,5.8,4,5,,,,,3359,some debris in bucket,,Precipitation,Michelle Daley,,,,0.01,,,,2006,,
65380,ppt6North,27-Dec-06,1:00:00 PM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,3018.5,,,Precipitation,Michelle Daley,,,,,,,,2006,,
65386,ppt6North,02-Jan-07,12:30:00 PM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,1650,,,Precipitation,Michelle Daley,,,,,,,,2007,,
65387,ppt1Thomp,02-Jan-07,11:15:00 AM,Lamprey,Wet Deposition,,0.31,0.31,0.07,0.19,good,,53.29,,22-Feb-07,0.51,0.19,0.24,0.46,0.01,0.03,0.02,0.00,,0.01,,,,,,,,1476.5,,,Precipitation,Michelle Daley,,,,0.00,,,,2007,,
65531,ppt1Thomp,08-Jan-07,9:30:00 AM,Lamprey,Wet Deposition,,0.22,0.20,0.00,0.12,good,,73.45,,22-Feb-07,0.71,0.12,0.28,0.35,0.02,0.07,0.02,0.23,,0.03,5.96,,8,,,,,2406,,,Precipitation,Michelle Daley,,,,0.00,,,,2007,,
65549,ppt6North,09-Jan-07,1:30:00 PM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,2540,,,Precipitation,Heather Gilbert,,,,,,,,2007,,
65550,Bucket Blank A,08-Jan-07,,Lamprey,Wet Deposition,,0.12,0.03,0.01,0.00,good,,18.38,,22-Feb-07,0.25,0.00,0.09,0.02,0.05,0.04,0.04,0.00,,0.01,,,,,,,,150,,not filtered,Blank,Michelle Daley,,,,0.00,,,,2007,,
65551,Bucket Blank B,08-Jan-07,,Lamprey,Wet Deposition,,-0.01,0.02,0.01,0.01,good,,9.32,,22-Feb-07,0.21,0.01,0.00,0.01,0.05,0.03,0.05,0.00,,0.02,,,,,,,,150,,not filtered,Blank,Michelle Daley,,,,0.00,,,,2007,,
65552,Bucket Blank C,08-Jan-07,,Lamprey,Wet Deposition,,0.02,0.02,0.01,0.00,good,,14.61,,22-Feb-07,0.26,0.00,0.00,0.01,0.05,0.03,0.05,1.33,,0.02,,,,,,,,150,,not filtered,Blank,Michelle Daley,,,,0.02,,,,2007,,
65553,ppt1Thomp,09-Jan-07,10:30:00 AM,Lamprey,Wet Deposition,,0.84,0.09,0.02,0.04,good,,26.42,,22-Feb-07,0.62,0.04,0.21,0.49,0.08,0.05,0.12,0.00,,0.00,5.82,,4,,,,,646,,,precipitation,Michelle Daley,,,,0.00,,,,2007,,
65786,ppt1Thomp,16-Jan-07,8:00:00 AM,Lamprey,Wet Deposition,,0.35,0.17,0.02,0.11,good,,40.67,,22-Feb-07,1.62,0.11,0.42,1.14,0.07,0.13,0.37,0.78,,0.00,4.56,11,13,,,,,854,,,precipitation,Michelle Daley,,,,0.00,,,,2007,,
65787,TF Trip Blank,16-Jan-07,,Lamprey,Wet Deposition,,0.08,0.05,0.00,0.01,good,,41.69,,22-Feb-07,0.32,0.01,0.09,0.03,0.00,0.04,0.05,0.23,,0.01,,,,,,,,150,clean bucket traveled with me since 1/9/07,rinsed bucket with 150 mls DI for analysis,Blank,Michelle Daley,,,,0.00,,,,2007,,
65788,ppt6North,16-Jan-07,11:00:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,1200,post ice storm,,precipitation,Heather Gilbert,,,,,,,,2007,,
65811,ppt1Thomp,19-Jan-07,8:00:00 AM,Lamprey,Wet Deposition,,0.48,0.19,0.03,0.11,good,,51.87,,22-Feb-07,0.93,0.11,0.23,0.52,0.10,0.05,0.12,0.59,,0.05,,,,,,,,203.5,,not enough vol for pH,precipitation,Michelle Daley,,,,0.00,,,,2007,,
65817,ppt6North,23-Jan-07,11:00:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,200,,,Precipitation,,,,,,,,,2007,,
65818,ppt1Thomp,23-Jan-07,9:45:00 AM,Lamprey,Wet Deposition,,,,,0.92,good,,,,23-Jan-07,0.51,0.92,0.20,0.25,0.07,-0.02,-0.09,,,,,,,,,,,39,,only enough vol for IC vial; JDP IC 1/23/07,Precipitation,Michelle Daley,,,,,,,,2007,,
65885,ppt6North,30-Jan-07,4:15:00 PM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,0,,,Precipitation,Michelle Daley,,,,,,,,2007,,
66240,ppt6North,06-Feb-07,2:15:00 PM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,257,condition=windy.Vol may not be accurate,,Precipitation,Michelle Daley,,,,,,,,2007,,
66241,ppt1Thomp,05-Feb-07,8:00:00 AM,Lamprey,Wet Deposition,,0.36,0.39,0.00,0.28,good,,108.46,,22-Feb-07,0.39,0.28,0.28,0.33,0.11,0.05,0.06,0.23,,-0.12,4.75,,11,,,,,448,,"SiO2 reran 2/14/08, but was 0.51 so kept origional value",Precipitation,Michelle Daley,,,,0.01,,,,2007,,
66269,ppt6North,13-Feb-07,3:30:00 PM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,0,deployed acid washed bucket for Austin,,Precipitation,Michelle Daley,,,,,,,,2007,,
66597,ppt1Thomp,15-Feb-07,8:00:00 AM,Lamprey,Wet Deposition,,0.01,0.09,0.01,0.07,good,,17.36,,22-Feb-07,0.29,0.07,0.14,0.16,0.04,0.04,0.05,1.33,,0.04,5.71,,3,,,,,964,looks like some snow blew out,,Precipitation,Michelle Daley,,,,0.02,,,,2007,,
66603,ppt6North,20-Feb-07,3:45:00 PM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,942,,,Precipitation,Jillana Robertson,,,,,,,,2007,,
66735,ppt6North,27-Feb-07,3:30:00 PM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,0,,,Precipitation,Jillana Robertson,,,,,,,,2007,,
66799,ppt6North,06-Mar-07,3:45:00 PM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,2364,,,Precipitation,Jillana Robertson,,,,,,,,2007,,
66817,ppt6North,13-Mar-07,3:30:00 PM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,310,,,Precipitation,Jillana Robertson,,,,,,,,2007,,
66818,ppt1Thomp,05-Mar-07,8:00:00 AM,Lamprey,Wet Deposition,,0.30,0.15,-0.04,0.14,good,,50.82,42.65,27-Sep-07,1.03,0.14,0.17,0.67,0.05,0.12,0.25,0.00,,0.02,,,,,,,,3070,,,Precipitation,Michelle Daley,,,,0.00,,,,2007,,
67001,ppt1Thomp,09-Mar-07,1:00:00 PM,Lamprey,Wet Deposition,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,,only a few drops of rain; no sample saved,,Precipitation,Michelle Daley,,,,,,,,2007,,
67002,ppt1Thomp,12-Mar-07,8:00:00 AM,Lamprey,Wet Deposition,,1.19,0.83,-0.04,0.59,good,,272.83,189.83,03-Oct-07,0.36,0.59,0.54,0.27,0.07,0.03,0.07,2.79,,0.01,4.07,,29,,,,,575,changed dry bucket,,Precipitation,Michelle Daley,,,,0.00,,,,2007,,
67013,ppt1Thomp,16-Mar-07,8:00:00 AM,Lamprey,Wet Deposition,,1.60,1.20,-0.10,0.78,good,,522.11,359.65,03-Oct-07,1.09,0.78,0.97,0.21,0.08,0.03,0.15,4.62,,0.01,,,,,,,,201,,,Precipitation,Michelle Daley,,,,0.07,,,,2007,,
67067,ppt1Thomp,19-Mar-07,8:00:00 AM,Lamprey,Wet Deposition,,0.17,0.08,0.02,0.03,good,,19.82,12.64,03-Oct-07,0.88,0.03,0.04,0.25,0.05,0.01,0.05,0.00,,0.00,,,18,,,,,1360,,"pH 7.1 unusually high and pH meter working correctly, not sure wha'ts going on here",Precipitation,Michelle Daley,,,,0.00,,,,2007,,
67073,ppt6North,20-Mar-07,3:30:00 PM,Lamprey,Weekly,,0.53,0.58,,0.38,good,0.38,,,,,,,,,,,,,,,,,,,,,1357.5,,,Precipitation,Jillana Robertson,,,,,,,,2007,,
67130,ppt1Thomp,23-Mar-07,8:00:00 AM,Lamprey,Wet Deposition,,3.09,2.07,-0.18,1.10,good,,1146.22,876.56,27-Sep-07,3.04,1.10,1.43,1.90,0.31,0.16,0.31,4.89,,0.02,,,,,,,,39,Some small debris,Low volume,Precipitation,Elena Traister,,,,,,,,2007,,
67131,ppt1Thomp,26-Mar-07,8:00:00 AM,Lamprey,Wet Deposition,,0.68,0.47,-0.05,0.33,good,,183.97,159.34,02-Oct-07,0.37,0.33,0.22,0.36,0.06,0.02,0.11,0.00,,0.13,4.37,,9,,,,,501,,,Precipitation,Elena Traister,,,,0.01,,,,2007,,
67137,ppt6North,27-Mar-07,3:15:00 PM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,803.5,,,Precipitation,Jillana Robertson,,,,,,,,2007,,
67138,ppt1Thomp,28-Mar-07,8:00:00 AM,Lamprey,Wet Deposition,,0.92,0.76,-0.16,0.55,good,,362.28,329.30,02-Oct-07,0.35,0.55,0.84,0.30,0.08,0.02,0.09,4.80,,0.01,4.33,,26,,,,,267,,,Precipitation,Elena Traister,,,,0.11,,,,2007,,
67413,ppt1Thomp,02-Apr-07,8:15:00 AM,Lamprey,Wet Deposition,,0.72,0.49,-0.08,0.35,good,,230.51,217.91,02-Oct-07,0.35,0.35,0.66,0.24,0.03,0.02,0.01,0.00,,0.01,3.99,,25,,,,,433.5,"misting during collection, but collector was closed; Hg collector open, but closed while I was there",,Precipitation,Michelle Daley,,,,0.08,,,,2007,,
67419,ppt6North,03-Apr-07,11:45:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,882.5,small amount of debris in bucket,,Precipitation,Michelle Daley,,,,,,,,2007,,
67434,ppt1Thomp,04-Apr-07,8:45:00 AM,Lamprey,Wet Deposition,,0.55,0.59,-0.16,0.38,good,,361.60,271.47,02-Oct-07,0.77,0.38,0.71,0.54,0.05,0.05,0.08,2.42,,0.14,,,,,,,,149,,,Precipitation,Michelle Daley,,,,0.08,,,,2007,,
67440,ppt1Thomp,05-Apr-07,11:00:00 AM,Lamprey,Wet Deposition,,0.15,0.14,-0.01,0.08,good,,68.32,70.04,02-Oct-07,0.58,0.08,0.18,0.45,0.04,0.04,0.06,0.41,,0.01,6.38,,6,,,,,1844.5,,,Precipitation,Michelle Daley,,,,0.00,,,,2007,,
67458,ppt6North,10-Apr-07,1:20:00 PM,Lamprey,Weekly,,0.79,0.39,,0.22,good,0.22,,,,,,,,,,,,,,,,,,,,,1428.5,amino acids (Austin),,Precipitation,Austin Stonebraker,,,,,,,,2007,,
67817,ppt1Thomp,14-Apr-07,11:00:00 AM,Lamprey,Wet Deposition,,0.46,0.19,0.01,0.10,good,,78.52,50.13,03-Oct-07,0.72,0.10,0.26,0.45,0.14,0.07,0.09,0.23,,0.02,4.94,,11,,,,,1463,,,Precipitation,Michelle Daley,,,,0.00,,,,2007,,
67852,ppt6North,17-Apr-07,,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,,road closed. Could not measure but collected on 4/18/07,,Precipitation,Michelle Daley,,,,,,,,2007,,
67870,ppt6North,18-Apr-07,5:00:00 PM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,14953,Storm event/ amino acids,,Precipitation,Jillana Robertson,,,,,,,,2007,,
67872,ppt1Thomp,20-Apr-07,8:00:00 AM,Lamprey,Wet Deposition,,0.36,0.11,0.03,0.03,good,,48.40,54.02,02-Oct-07,1.55,0.03,0.23,0.99,0.04,0.16,0.08,0.00,,0.01,5.83,,10,,,,,10972,Noreaster/flood,bucket mm > CRN mm,Precipitation,Michelle Daley,,,,0.00,,,,2007,,
67888,ppt6North,24-Apr-07,3:00:00 PM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,0,,,Precipitation,Jillana Robertson,,,,,,,,2007,,
67921,ppt6North,01-May-07,2:45:00 PM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,2670.5,,,Precipitation,Jillana Robertson,,,,,,,,2007,,
67922,ppt1Thomp,30-Apr-07,8:30:00 AM,Lamprey,Wet Deposition,,0.82,0.36,0.02,0.19,good,,148.70,135.21,02-Oct-07,0.19,0.19,0.39,0.17,0.03,0.02,0.03,3.83,,0.00,4.43,,11,,,,,1378,minor debris in precip; raining during collection,,Precipitation,Michelle Daley,,,,0.00,,,,2007,,
67923,ppt1Thomp,01-May-07,8:00:00 AM,Lamprey,Wet Deposition,,1.10,0.68,-0.07,0.22,good,,536.68,449.26,02-Oct-07,0.19,0.22,0.55,0.19,0.05,0.01,0.13,1.00,,0.06,4.94,,13,,,,,598.5,,,Precipitation,Michelle Daley,,,,0.03,,,,2007,,
67924,ppt1Thomp,02-May-07,8:00:00 AM,Lamprey,Wet Deposition,,1.06,1.01,-0.07,0.70,good,,381.49,340.97,02-Oct-07,0.09,0.70,0.57,0.07,0.03,0.01,0.07,-1.09,,-0.13,,,,,,,,121.5,,no SiO2 bottle; not enough vol for pH,Precipitation,Michelle Daley,,,,0.06,,,,2007,,
67984,ppt6North,08-May-07,3:15:00 PM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,0,,amino acids (Austin),Precipitation,Jillana Robertson,,,,,,,,2007,,
68026,ppt1Thomp,14-May-07,9:00:00 AM,Lamprey,Wet Deposition,,0.70,0.30,-0.01,0.18,good,,135.28,127.87,02-Oct-07,0.13,0.18,0.20,0.18,0.03,0.00,0.01,-0.53,,0.03,5.18,,7,,,,,1379,,,Precipitation,Michelle Daley,,,,0.01,,,,2007,,
68032,ppt6North,15-May-07,3:30:00 PM,Lamprey,Weekly,,5.50,2.72,0.09,1.38,good,1.38,1245.56,,,,,,,,,,,,,,,,,,,,477.5,leaf and bug debris in bucket,,Precipitation,Michelle Daley,,,,,,,,2007,,
68121,ppt1Thomp,15-May-07,2:00:00 PM,Lamprey,Wet Deposition,,5.16,3.28,0.32,0.96,good,,2005.51,1401.54,02-Oct-07,0.38,0.96,2.22,0.27,0.19,0.16,0.79,,,0.08,,,,,,,,62,,Deleted PO4 28,Precipitation,Michelle Daley,,,,0.14,,,,2007,,
68151,ppt1Thomp,17-May-07,8:00:00 AM,Lamprey,Wet Deposition,,2.00,0.88,-0.05,0.40,good,,528.57,452.86,02-Oct-07,0.29,0.40,0.92,0.24,0.07,0.03,0.13,8.25,,0.10,4.25,,23,,,,,1875,small amont of debris in bucket,,Precipitation,Michelle Daley,,,,0.12,,,,2007,,
68200,ppt1Thomp,21-May-07,9:00:00 AM,Lamprey,Wet Deposition,,0.38,0.17,0.02,0.08,good,,72.23,72.30,02-Oct-07,0.20,0.08,0.17,0.17,0.03,0.02,0.03,-1.26,,0.01,4.97,,7,,,,,2300,,,Precipitation,Michelle Daley,,,,0.00,,,,2007,,
68215,ppt6North,22-May-07,2:00:00 PM,Lamprey,Weekly,,1.25,0.48,0.09,0.17,good,0.17,219.01,,,,,,,,,,,,,,,,,,,,4481.5,,,Precipitation,Jillana Robertson,,,,,,,,2007,,
68361,ppt6North,29-May-07,11:30:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,427.5,,,Precipitation,Jillana Robertson,,,,,,,,2007,,
68378,ppt1Thomp,29-May-07,8:00:00 AM,Lamprey,Wet Deposition,,4.04,1.65,-0.09,0.71,good,,1030.50,806.68,02-Oct-07,0.54,0.71,2.65,0.39,0.10,0.03,0.14,11.89,,0.02,3.74,,63.2,,,,,522.5,,,Precipitation,Michelle Daley,,,,0.16,,,,2007,,
68648,ppt1Thomp,01-Jun-07,9:00:00 AM,Lamprey,Wet Deposition,,2.36,1.24,-0.04,0.53,good,,757.93,620.43,02-Oct-07,0.20,0.53,1.09,0.16,0.04,0.02,0.09,2.94,,0.10,4.21,,29,,,,,364.5,,,Precipitation,Michelle Daley,,,,0.09,,,,2007,,
68670,ppt6North,05-Jun-07,11:15:00 AM,Lamprey,Weekly,,1.32,1.15,0.51,0.22,good,0.22,421.52,,,,,,,,,,,,,,,,,,,,3231.5,,,Precipitation,Jillana Robertson,,,,,,,,2007,,
68671,ppt1Thomp,04-Jun-07,8:40:00 AM,Lamprey,Wet Deposition,,1.46,0.65,-0.04,0.36,good,,337.92,305.06,02-Oct-07,0.53,0.36,0.76,0.38,0.09,0.04,0.11,2.55,,0.06,4.15,,24,,,,,538,raining during collection,,Precipitation,Michelle Daley,,,,0.11,,,,2007,,
68681,ppt1Thomp,06-Jun-07,8:30:00 AM,Lamprey,Wet Deposition,,1.00,0.23,0.00,0.12,good,,108.68,92.74,02-Oct-07,0.15,0.12,0.22,0.18,0.06,0.02,0.05,3.21,,0.01,4.91,,8,,,,,4556,pollen in sample,,Precipitation,Michelle Daley,,,,0.00,,,,2007,,
68699,ppt6North,12-Jun-07,,Lamprey,Weekly,,3.16,1.43,0.06,0.83,good,0.83,541.25,,,,,,,,,,,,,,,,,,,,,,amino acids (Austin),Precipitation,Jillana Robertson,,,,,,,,2007,,
68700,ppt1Thomp,11-Jun-07,8:30:00 AM,Lamprey,Wet Deposition,,6.02,1.75,-0.20,1.07,good,,869.59,718.63,02-Oct-07,0.46,1.07,1.26,0.24,0.18,0.04,0.30,14.25,,,,,,,,,,89.5,,Delete NPOC? Seems high but no real reason to delete? Deleted SiO2 0.21,Precipitation,Michelle Daley,,,,0.22,,,,2007,,
68730,ppt1Thomp,14-Jun-07,8:00:00 AM,Lamprey,Wet Deposition,,,0.83,,0.28,good,,,281.82,02-Oct-07,1.00,0.28,0.64,0.77,0.28,0.09,0.21,,,,,,,,,,,51.5,possible pollen in sample?,Deleted NPOC (8.493),Precipitation,Michelle Daley,,,,0.14,,,,2007,,
68768,ppt6North,19-Jun-07,11:15:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,152,,,Precipitation,Jillana Robertson,,,,,,,,2007,,
68856,ppt1Thomp,22-Jun-07,8:30:00 AM,Lamprey,Wet Deposition,,,,,0.29,good,,280.26,366.46,02-Oct-07,1.32,0.29,0.44,1.19,0.36,0.03,0.13,,,,,,,,,,,36.5,,,Precipitation,Michelle Daley,,,,0.08,,,,2007,,
68946,ppt6North,26-Jun-07,1:00:00 PM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,89.5,,,Precipitation,Jillana Robertson,,,,,,,,2007,,
69198,ppt1Thomp,28-Jun-07,10:00:00 AM,Lamprey,Wet Deposition,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,10.5,,no sample saved,Precipitation,,,,,,,,,2007,,
69325,ppt6North,03-Jul-07,1:30:00 PM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,4,,,Precipitation,Jillana Robertson,,,,,,,,2007,,
69492,ppt1Thomp,05-Jul-07,8:30:00 AM,Lamprey,Wet Deposition,,1.07,0.30,0.02,0.12,good,,163.72,153.09,02-Oct-07,0.30,0.12,0.36,0.23,0.07,0.01,0.02,1.13,,0.01,3.71,,15.3,,,,,759.5,,,Precipitation,Michelle L Daley,,,,0.00,,,,2007,,
69493,ppt1Thomp,06-Jul-07,9:00:00 AM,Lamprey,Wet Deposition,,5.00,1.06,,0.32,good,,,365.68,02-Oct-07,1.57,0.32,0.30,0.50,0.15,0.04,0.02,,,,,,,,,,,38,,NPOC seems high but no real reason to delete? Only 20 mls sample,Precipitation,Michelle L Daley,,,,0.05,,,,2007,,
69494,ppt1Thomp,09-Jul-07,8:00:00 AM,Lamprey,Wet Deposition,,3.48,0.68,0.02,0.25,good,,410.62,359.32,02-Oct-07,0.44,0.25,0.65,0.21,0.07,0.02,0.08,-0.71,,0.04,4.16,,17,,,,,239.5,,,Precipitation,Michelle L Daley,,,,0.12,,,,2007,,
69512,ppt6North,10-Jul-07,3:30:00 PM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,2266.5,,amino acids (Austin),Precipitation,Jillana Robertson,,,,,,,,2007,,
69513,ppt1Thomp,10-Jul-07,8:00:00 AM,Lamprey,Wet Deposition,,1.96,0.85,-0.10,0.35,good,,600.72,476.05,02-Oct-07,0.32,0.35,0.75,0.07,0.03,0.02,0.24,3.89,,0.01,4.04,,24,,,,,1873,,,Precipitation,,,,,0.00,,,,2007,,
69523,ppt1Thomp,12-Jul-07,8:00:00 AM,Lamprey,Wet Deposition,,1.45,0.38,0.08,0.16,good,,139.28,130.25,01-Oct-07,0.30,0.16,0.22,0.25,0.10,0.02,0.24,-1.55,,0.00,,,,,,,,256,,,Precipitation,Michelle L Daley,,,,0.03,,,,2007,,
69554,ppt1Thomp,16-Jul-07,9:00:00 AM,Lamprey,Wet Deposition,,3.06,0.77,0.00,0.34,good,,439.78,376.00,02-Oct-07,0.22,0.34,1.08,0.22,0.06,0.02,0.15,1.85,,0.01,3.99,,31,,,,,940,looks like small amount of Debris in bucket,,Precipitation,Michelle L Daley,,,,0.09,,,,2007,,
69560,ppt6North,16-Jul-07,2:00:00 PM,Lamprey,Weekly,,,,,,2 values,,947.50,,,,,,,,,,,,,,,,,,,,1322.5,,,Precipitation,Jillana Robertson,,,,,,,,2007,,
69647,ppt1Thomp,19-Jul-07,8:00:00 AM,Lamprey,Wet Deposition,Amino Acids,4.08,1.92,0.20,0.78,good,,945.76,753.17,02-Oct-07,0.47,0.78,2.53,0.22,0.08,0.02,0.07,0.02,,-0.12,,,,,,,,155.5,,,Precipitation,Michelle L Daley,,,,0.22,,,,2007,,
69663,ppt1Thomp,20-Jul-07,9:00:00 AM,Lamprey,Wet Deposition,Amino Acids,1.66,0.69,-0.03,0.33,good,,387.08,331.43,01-Oct-07,0.28,0.33,0.91,0.24,0.12,0.01,0.01,0.74,,0.00,4.27,,31,,,,,1927,,,Precipitation,Michelle L Daley,,,,0.13,,,,2007,,
69684,ppt6North,24-Jul-07,1:00:00 PM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,795,,,Precipitation,Jillana Robertson,,,,,,,,2007,,
69700,ppt1Thomp,27-Jul-07,8:00:00 AM,Lamprey,Wet Deposition,,1.51,0.34,0.01,0.14,good,,196.60,178.40,02-Oct-07,1.16,0.14,0.32,0.75,0.10,0.05,0.04,1.35,,0.03,,,,,,,,176.5,,,Precipitation,Michelle L Daley,,,,0.03,,,,2007,,
70403,ppt6North,31-Jul-07,1:15:00 PM,Lamprey,Amino Acids,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,,,,precipitation,A. Stonebraker,,,,,,,,2007,,
70406,ppt1Thomp,30-Jul-07,7:00:00 PM,Lamprey,Wet Deposition,Amino Acids,1.98,0.48,0.09,0.20,good,,193.69,166.91,02-Oct-07,0.17,0.20,0.30,0.19,0.06,0.00,0.00,0.90,,-0.11,,,,,,,,1010.5,,,Precipitation,A. Stonebraker,,,,0.03,,,,2007,,
